"longitude","latitude","estado","historico_inicio","monitor_inicio","ultima_quebra","ultima_magnitude","n_alertas"
-44.7881585198669,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7881585198669,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7881585198669,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7881585198669,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7881585198669,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7881585198669,-20.9688796037957,"RECALIBRANDO",2026-07-30,NA,2026-07-29,-0.128039595039931,1
-44.7881585198669,-20.9687897722673,"RECALIBRANDO",2026-07-15,NA,2026-07-14,-0.132083810431314,1
-44.7881585198669,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7881585198669,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9690592668525,"RECALIBRANDO",2026-08-15,NA,2026-08-14,-0.0793421170086054,1
-44.7880686883385,-20.9689694353241,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.0936514623951342,1
-44.7880686883385,-20.9688796037957,"RECALIBRANDO",2026-07-30,NA,2026-07-29,-0.126532027602339,1
-44.7880686883385,-20.9687897722673,"RECALIBRANDO",2026-07-15,NA,2026-07-14,-0.147571237645238,1
-44.7880686883385,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7880686883385,-20.9679812885116,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0627568040928849,1
-44.7879788568101,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9690592668525,"RECALIBRANDO",2026-08-15,NA,2026-08-14,-0.0793421170086054,1
-44.7879788568101,-20.9689694353241,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.0936514623951342,1
-44.7879788568101,-20.9688796037957,"RECALIBRANDO",2026-07-30,NA,2026-07-29,-0.126532027602339,1
-44.7879788568101,-20.9687897722673,"RECALIBRANDO",2026-07-15,NA,2026-07-14,-0.147571237645238,1
-44.7879788568101,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7879788568101,-20.9679812885116,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0627568040928849,1
-44.7879788568101,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9690592668525,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.0887571555561412,1
-44.7878890252817,-20.9689694353241,"RECALIBRANDO",2026-08-15,NA,2026-08-14,-0.0835945040559003,1
-44.7878890252817,-20.9688796037957,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.106724900034975,1
-44.7878890252817,-20.9687897722673,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.104589815085568,1
-44.7878890252817,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7878890252817,-20.96807112004,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0577449951109319,1
-44.7878890252817,-20.9679812885116,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0648718672171177,1
-44.7878890252817,-20.9678914569832,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0681903004509553,1
-44.7878890252817,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.970676234364,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9705864028356,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9702270767219,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9701372451935,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9690592668525,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.123469268574615,1
-44.7877991937533,-20.9689694353241,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.0950495364434102,1
-44.7877991937533,-20.9688796037957,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.104792485229303,1
-44.7877991937533,-20.9687897722673,"RECALIBRANDO",2026-08-15,NA,2026-08-14,-0.0667119654823852,1
-44.7877991937533,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877991937533,-20.96807112004,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0610965886034021,1
-44.7877991937533,-20.9679812885116,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0786966451845097,1
-44.7877991937533,-20.9678914569832,"RECALIBRANDO",2026-03-17,NA,2026-03-16,0.0592184505804437,1
-44.7877991937533,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.971125392006,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9710355604776,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9709457289492,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9708558974208,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.092089032459078,1
-44.7877093622248,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.970676234364,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9705864028356,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9702270767219,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9701372451935,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9697779190798,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.0786939638841907,1
-44.7877093622248,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9690592668525,"RECALIBRANDO",2026-08-03,NA,2026-08-02,-0.119701049828211,1
-44.7877093622248,-20.9689694353241,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.120767467331656,1
-44.7877093622248,-20.9688796037957,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.111315024311417,1
-44.7877093622248,-20.9687897722673,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.0974269909825191,1
-44.7877093622248,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7877093622248,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9710355604776,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9709457289492,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9708558974208,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.970676234364,"RECALIBRANDO",2026-07-30,NA,2026-07-29,0.11575686106959,1
-44.7876195306964,-20.9705864028356,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.108106696410933,1
-44.7876195306964,-20.9702270767219,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9701372451935,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9690592668525,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.113402929658138,1
-44.7876195306964,-20.9689694353241,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.119888324146435,1
-44.7876195306964,-20.9688796037957,"RECALIBRANDO",2026-08-15,NA,2026-08-14,-0.0975530181729314,1
-44.7876195306964,-20.9687897722673,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.108199015553762,1
-44.7876195306964,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7876195306964,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9710355604776,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9709457289492,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9708558974208,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.970676234364,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9705864028356,"RECALIBRANDO",2026-08-13,NA,2026-08-12,0.072861594106616,1
-44.787529699168,-20.9704965713071,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9701372451935,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9690592668525,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.129273546959151,1
-44.787529699168,-20.9689694353241,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.108883675719874,1
-44.787529699168,-20.9688796037957,"RECALIBRANDO",2026-08-23,NA,2026-08-22,-0.088063033144436,1
-44.787529699168,-20.9687897722673,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.787529699168,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9710355604776,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9709457289492,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9708558974208,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.970676234364,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9705864028356,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9704965713071,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9701372451935,"RECALIBRANDO",2026-03-17,NA,2026-03-16,-0.0425899115318945,1
-44.7874398676396,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9689694353241,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.122571968515826,1
-44.7874398676396,-20.9688796037957,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.143374888521736,1
-44.7874398676396,-20.9687897722673,"RECALIBRANDO",2026-08-13,NA,2026-08-12,-0.107625624219136,1
-44.7874398676396,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7874398676396,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9709457289492,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9708558974208,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.970676234364,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9705864028356,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9704965713071,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9700474136651,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9689694353241,"RECALIBRANDO",2026-08-08,NA,2026-08-07,-0.135114101076656,1
-44.7873500361112,-20.9688796037957,"RECALIBRANDO",2026-08-03,NA,2026-08-02,-0.145605718934075,1
-44.7873500361112,-20.9687897722673,"RECALIBRANDO",2026-08-03,NA,2026-08-02,-0.120240502371796,1
-44.7873500361112,-20.9686999407389,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7873500361112,-20.9669033101707,"RECALIBRANDO",2026-04-05,NA,2026-04-04,0.0905639205854356,1
-44.7873500361112,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9709457289492,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9708558974208,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9707660658924,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.970676234364,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9705864028356,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9704965713071,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9704067397787,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9699575821367,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9698677506083,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7872602045828,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
