"data_deteccao","longitude","latitude","data_quebra","magnitude","r2_historico","n_obs"
"2026-09-04",-44.7816906498212,-20.9689694353241,"2026-06-04",-0.021072,0.287,323
"2026-09-04",-44.7816906498212,-20.9688796037957,"2026-06-04",-0.0517,0.2945,324
"2026-09-04",-44.7816008182928,-20.9704965713071,"2026-06-14",-0.003313,0.269,316
"2026-09-04",-44.7816008182928,-20.9704067397787,"2026-02-28",-0.02322,0.27,316
"2026-09-04",-44.7816008182928,-20.9703169082503,"2026-01-14",-0.042289,0.2861,320
"2026-09-04",-44.7816008182928,-20.9701372451935,"2026-05-09",0.06772,0.3455,321
"2026-09-04",-44.7816008182928,-20.9699575821367,"2026-06-19",0.038142,0.3469,320
"2026-09-04",-44.7815109867644,-20.970676234364,"2026-07-03",-0.016105,0.3613,315
"2026-09-04",-44.7815109867644,-20.9705864028356,"2026-03-16",-0.024042,0.2949,317
"2026-09-04",-44.7815109867644,-20.9704965713071,"2026-01-14",-0.019918,0.2642,316
"2026-09-04",-44.7815109867644,-20.9704067397787,"2026-04-16",-0.032271,0.2847,316
"2026-09-04",-44.7815109867644,-20.9703169082503,"2026-04-16",-0.031845,0.3236,319
"2026-09-04",-44.7815109867644,-20.9701372451935,"2026-01-14",0.097539,0.3928,320
"2026-09-04",-44.7815109867644,-20.9700474136651,"2026-06-28",0.049134,0.3625,320
"2026-09-04",-44.7815109867644,-20.9699575821367,"2026-06-09",0.053123,0.3656,319
"2026-09-04",-44.7815109867644,-20.9698677506083,"2026-06-19",0.042208,0.3637,319
"2026-09-04",-44.781421155236,-20.9707660658924,"2026-06-14",-0.027548,0.3685,312
"2026-09-04",-44.781421155236,-20.970676234364,"2026-04-16",-0.009376,0.3249,314
"2026-09-04",-44.781421155236,-20.9705864028356,"2026-01-09",-0.009934,0.2888,316
"2026-09-04",-44.781421155236,-20.9704965713071,"2026-01-09",-0.034757,0.2757,316
"2026-09-04",-44.781421155236,-20.9704067397787,"2026-01-09",-0.041156,0.3088,318
"2026-09-04",-44.781421155236,-20.9703169082503,"2026-01-09",-0.013056,0.3877,318
"2026-09-04",-44.781421155236,-20.9701372451935,"2026-03-16",0.09741,0.5134,320
"2026-09-04",-44.781421155236,-20.9700474136651,"2026-06-04",0.077153,0.4843,319
"2026-09-04",-44.781421155236,-20.9699575821367,"2026-06-23",0.075403,0.4825,318
"2026-09-04",-44.781421155236,-20.9698677506083,"2026-05-29",0.079011,0.4523,317
"2026-09-04",-44.781421155236,-20.9697779190798,"2026-01-09",0.054293,0.4058,316
"2026-09-04",-44.781421155236,-20.9675321308695,"2026-01-09",-0.045939,0.5025,327
"2026-09-04",-44.781421155236,-20.9674422993411,"2026-01-14",-0.045532,0.5091,328
"2026-09-04",-44.7813313237076,-20.9708558974208,"2026-06-19",-0.031753,0.397,312
"2026-09-04",-44.7813313237076,-20.9707660658924,"2026-04-16",-0.044153,0.3502,313
"2026-09-04",-44.7813313237076,-20.970676234364,"2026-01-09",-0.03125,0.3024,315
"2026-09-04",-44.7813313237076,-20.9705864028356,"2026-01-09",-0.013557,0.2739,317
"2026-09-04",-44.7813313237076,-20.9704965713071,"2026-01-09",-0.040693,0.2747,318
"2026-09-04",-44.7813313237076,-20.9704067397787,"2026-01-09",-0.052772,0.3079,318
"2026-09-04",-44.7813313237076,-20.9703169082503,"2026-04-16",-0.026832,0.4023,318
"2026-09-04",-44.7813313237076,-20.9702270767219,"2026-07-03",0.077934,0.4348,318
"2026-09-04",-44.7813313237076,-20.9697779190798,"2026-07-03",0.069815,0.4125,315
"2026-09-04",-44.7813313237076,-20.9696880875514,"2026-08-17",0.076105,0.4264,315
"2026-09-04",-44.7813313237076,-20.969598256023,"2026-06-28",0.070693,0.4467,314
"2026-09-04",-44.7813313237076,-20.9695084244946,"2026-01-09",0.056002,0.4205,314
"2026-09-04",-44.7813313237076,-20.9694185929662,"2026-01-09",0.028783,0.3714,315
"2026-09-04",-44.7813313237076,-20.967621962398,"2026-08-12",-0.026862,0.4545,326
"2026-09-04",-44.7813313237076,-20.9675321308695,"2026-01-09",-0.04169,0.4683,327
"2026-09-04",-44.7813313237076,-20.9674422993411,"2026-04-16",-0.026786,0.4832,328
"2026-09-04",-44.7812414921792,-20.9708558974208,"2026-06-19",-0.031753,0.397,312
"2026-09-04",-44.7812414921792,-20.9707660658924,"2026-04-16",-0.044153,0.3502,313
"2026-09-04",-44.7812414921792,-20.970676234364,"2026-01-09",-0.03125,0.3024,315
"2026-09-04",-44.7812414921792,-20.9705864028356,"2026-01-09",-0.013557,0.2739,317
"2026-09-04",-44.7812414921792,-20.9704965713071,"2026-01-09",-0.040693,0.2747,318
"2026-09-04",-44.7812414921792,-20.9704067397787,"2026-01-09",-0.052772,0.3079,318
"2026-09-04",-44.7812414921792,-20.9703169082503,"2026-04-16",-0.026832,0.4023,318
"2026-09-04",-44.7812414921792,-20.9702270767219,"2026-07-03",0.077934,0.4348,318
"2026-09-04",-44.7812414921792,-20.9697779190798,"2026-07-03",0.069815,0.4125,315
"2026-09-04",-44.7812414921792,-20.9696880875514,"2026-08-17",0.076105,0.4264,315
"2026-09-04",-44.7812414921792,-20.969598256023,"2026-06-28",0.070693,0.4467,314
"2026-09-04",-44.7812414921792,-20.9695084244946,"2026-01-09",0.056002,0.4205,314
"2026-09-04",-44.7812414921792,-20.9694185929662,"2026-01-09",0.028783,0.3714,315
"2026-09-04",-44.7812414921792,-20.9692389299094,"2026-06-23",0.037805,0.4473,317
"2026-09-04",-44.7812414921792,-20.967621962398,"2026-09-03",-0.022314,0.4437,327
"2026-09-04",-44.7812414921792,-20.9675321308695,"2026-04-16",-0.037644,0.4741,328
"2026-09-04",-44.7811516606508,-20.9708558974208,"2026-04-30",-0.047526,0.3682,312
"2026-09-04",-44.7811516606508,-20.9707660658924,"2026-01-09",-0.054,0.3283,313
"2026-09-04",-44.7811516606508,-20.970676234364,"2026-01-09",-0.040671,0.3001,314
"2026-09-04",-44.7811516606508,-20.9705864028356,"2026-01-09",-0.043848,0.2739,318
"2026-09-04",-44.7811516606508,-20.9704965713071,"2026-01-09",-0.044484,0.2737,319
"2026-09-04",-44.7811516606508,-20.9704067397787,"2026-01-09",-0.055122,0.317,318
"2026-09-04",-44.7811516606508,-20.9694185929662,"2026-06-28",0.071607,0.4197,314
"2026-09-04",-44.7811516606508,-20.9693287614378,"2026-06-19",0.065134,0.4507,316
"2026-09-04",-44.7811516606508,-20.9692389299094,"2026-06-23",0.037805,0.4473,317
"2026-09-04",-44.7811516606508,-20.967621962398,"2026-09-03",-0.022314,0.4437,327
"2026-09-04",-44.7811516606508,-20.9675321308695,"2026-04-16",-0.037644,0.4741,328
"2026-09-04",-44.7810618291224,-20.9709457289492,"2026-06-23",-0.012394,0.3726,313
"2026-09-04",-44.7810618291224,-20.9708558974208,"2026-01-09",-0.041156,0.3281,314
"2026-09-04",-44.7810618291224,-20.9707660658924,"2026-01-09",-0.027933,0.2999,314
"2026-09-04",-44.7810618291224,-20.970676234364,"2026-01-09",-0.052669,0.2947,315
"2026-09-04",-44.7810618291224,-20.9705864028356,"2026-01-09",-0.058105,0.2861,316
"2026-09-04",-44.7810618291224,-20.9704965713071,"2026-01-09",-0.061629,0.2879,318
"2026-09-04",-44.7810618291224,-20.9704067397787,"2026-01-09",-0.046798,0.3313,316
"2026-09-04",-44.7810618291224,-20.9689694353241,"2026-02-14",0.028105,0.4104,322
"2026-09-04",-44.7810618291224,-20.9688796037957,"2026-03-05",-0.028482,0.3498,322
"2026-09-04",-44.7810618291224,-20.9687897722673,"2026-05-06",-0.047727,0.3138,321
"2026-09-04",-44.7810618291224,-20.9686999407389,"2026-05-06",-0.063229,0.2932,321
"2026-09-04",-44.7809719975939,-20.9712152235344,"2026-06-23",-0.031253,0.3987,313
"2026-09-04",-44.7809719975939,-20.971125392006,"2026-04-19",-0.050573,0.3643,313
"2026-09-04",-44.7809719975939,-20.9710355604776,"2026-06-14",-0.016296,0.3641,314
"2026-09-04",-44.7809719975939,-20.9709457289492,"2026-03-16",-0.009582,0.3377,316
"2026-09-04",-44.7809719975939,-20.9708558974208,"2026-01-09",-0.004745,0.3043,316
"2026-09-04",-44.7809719975939,-20.9707660658924,"2026-01-09",-0.043054,0.2842,317
"2026-09-04",-44.7809719975939,-20.970676234364,"2026-01-09",-0.061575,0.275,316
"2026-09-04",-44.7809719975939,-20.9705864028356,"2026-01-09",-0.081385,0.272,317
"2026-09-04",-44.7809719975939,-20.9704965713071,"2026-01-09",-0.088493,0.2969,320
"2026-09-04",-44.7809719975939,-20.9704067397787,"2026-04-16",-0.01557,0.3557,320
"2026-09-04",-44.7809719975939,-20.9685202776821,"2026-05-05",-0.063351,0.3213,320
"2026-09-04",-44.7809719975939,-20.9684304461537,"2026-05-06",-0.081011,0.2854,320
"2026-09-04",-44.7809719975939,-20.9674422993411,"2026-01-09",0.051652,0.3873,332
"2026-09-04",-44.7809719975939,-20.9673524678127,"2026-01-09",0.051652,0.3873,332
"2026-09-04",-44.7809719975939,-20.9672626362843,"2026-03-16",-0.079116,0.4035,335
"2026-09-04",-44.7808821660655,-20.9714847181197,"2026-07-08",-0.051651,0.379,308
"2026-09-04",-44.7808821660655,-20.9713948865913,"2026-08-28",-0.037963,0.3716,308
"2026-09-04",-44.7808821660655,-20.9713050550628,"2026-06-14",-0.0473,0.379,312
"2026-09-04",-44.7808821660655,-20.9712152235344,"2026-06-14",-0.042707,0.3378,313
"2026-09-04",-44.7808821660655,-20.971125392006,"2026-06-14",-0.021408,0.3421,313
"2026-09-04",-44.7808821660655,-20.9710355604776,"2026-03-16",-0.024657,0.3332,314
"2026-09-04",-44.7808821660655,-20.9709457289492,"2026-01-09",0.010301,0.3061,316
"2026-09-04",-44.7808821660655,-20.9708558974208,"2026-01-09",0.001282,0.3027,316
"2026-09-04",-44.7808821660655,-20.9707660658924,"2026-01-09",-0.046176,0.2945,317
"2026-09-04",-44.7808821660655,-20.970676234364,"2026-01-09",-0.065416,0.2761,319
"2026-09-04",-44.7808821660655,-20.9705864028356,"2026-01-09",-0.11321,0.2589,318
"2026-09-04",-44.7808821660655,-20.9704965713071,"2026-01-09",-0.092151,0.3256,319
"2026-09-04",-44.7808821660655,-20.9683406146253,"2026-06-04",-0.015477,0.4676,320
"2026-09-04",-44.7808821660655,-20.9682507830968,"2026-03-16",-0.030865,0.3897,321
"2026-09-04",-44.7808821660655,-20.9681609515684,"2026-03-16",-0.047537,0.323,321
"2026-09-04",-44.7808821660655,-20.9674422993411,"2026-01-09",0.015443,0.4172,332
"2026-09-04",-44.7808821660655,-20.9673524678127,"2026-01-09",0.015443,0.4172,332
"2026-09-04",-44.7808821660655,-20.9671728047559,"2026-08-28",-0.173226,0.3937,334
"2026-09-04",-44.7807923345371,-20.9713948865913,"2026-09-03",-0.033985,0.3686,309
"2026-09-04",-44.7807923345371,-20.9713050550628,"2026-06-28",-0.048639,0.3508,310
"2026-09-04",-44.7807923345371,-20.9712152235344,"2026-07-03",-0.026979,0.3266,313
"2026-09-04",-44.7807923345371,-20.971125392006,"2026-04-16",-0.021895,0.3163,313
"2026-09-04",-44.7807923345371,-20.9710355604776,"2026-01-09",-0.017072,0.3066,315
"2026-09-04",-44.7807923345371,-20.9709457289492,"2026-01-09",0.00839,0.3015,317
"2026-09-04",-44.7807923345371,-20.9708558974208,"2026-01-09",-0.03333,0.3087,317
"2026-09-04",-44.7807923345371,-20.9707660658924,"2026-01-09",-0.051732,0.3005,317
"2026-09-04",-44.7807923345371,-20.970676234364,"2026-01-09",-0.063569,0.2727,317
"2026-09-04",-44.7807923345371,-20.9705864028356,"2026-01-09",-0.098607,0.2758,317
"2026-09-04",-44.7807923345371,-20.9704965713071,"2026-01-09",-0.061409,0.3595,317
"2026-09-04",-44.7807923345371,-20.9681609515684,"2026-06-04",0.034261,0.491,320
"2026-09-04",-44.7807923345371,-20.96807112004,"2026-05-05",0.0067,0.4823,321
"2026-09-04",-44.7807923345371,-20.9679812885116,"2026-03-05",-0.007965,0.4128,321
"2026-09-04",-44.7807923345371,-20.9674422993411,"2026-01-14",-0.071983,0.413,330
"2026-09-04",-44.7807923345371,-20.9673524678127,"2026-01-14",-0.071983,0.413,330
"2026-09-04",-44.7807923345371,-20.9672626362843,"2026-09-03",-0.182734,0.3927,332
"2026-09-04",-44.7807025030087,-20.9713948865913,"2026-07-03",-0.06041,0.3542,311
"2026-09-04",-44.7807025030087,-20.9713050550628,"2026-04-16",-0.043542,0.3318,310
"2026-09-04",-44.7807025030087,-20.9712152235344,"2026-04-25",-0.02778,0.3009,312
"2026-09-04",-44.7807025030087,-20.971125392006,"2026-03-21",-0.025222,0.299,314
"2026-09-04",-44.7807025030087,-20.9710355604776,"2026-01-09",-0.023628,0.3098,315
"2026-09-04",-44.7807025030087,-20.9709457289492,"2026-01-09",-0.025328,0.3047,315
"2026-09-04",-44.7807025030087,-20.9708558974208,"2026-01-09",-0.034006,0.3107,314
"2026-09-04",-44.7807025030087,-20.9707660658924,"2026-01-09",-0.059677,0.2933,314
"2026-09-04",-44.7807025030087,-20.970676234364,"2026-01-09",-0.1016,0.2728,316
"2026-09-04",-44.7807025030087,-20.9705864028356,"2026-01-09",-0.114595,0.2991,316
"2026-09-04",-44.7807025030087,-20.9704965713071,"2026-04-16",-0.036223,0.3933,318
"2026-09-04",-44.7807025030087,-20.9675321308695,"2026-01-09",0.017016,0.3989,327
"2026-09-04",-44.7807025030087,-20.9674422993411,"2026-01-09",0.017016,0.3989,327
"2026-09-04",-44.7807025030087,-20.9673524678127,"2026-01-14",-0.102292,0.385,331
"2026-09-04",-44.7807025030087,-20.9672626362843,"2026-08-12",-0.212616,0.3944,331
"2026-09-04",-44.7806126714803,-20.9713948865913,"2026-07-08",-0.052664,0.3342,310
"2026-09-04",-44.7806126714803,-20.9713050550628,"2026-04-30",-0.043179,0.3097,313
"2026-09-04",-44.7806126714803,-20.9712152235344,"2026-04-16",-0.046216,0.288,312
"2026-09-04",-44.7806126714803,-20.971125392006,"2026-01-09",-0.032211,0.3021,312
"2026-09-04",-44.7806126714803,-20.9710355604776,"2026-01-09",-0.033152,0.307,312
"2026-09-04",-44.7806126714803,-20.9709457289492,"2026-01-09",-0.062426,0.2989,313
"2026-09-04",-44.7806126714803,-20.9708558974208,"2026-01-09",-0.046122,0.2991,313
"2026-09-04",-44.7806126714803,-20.9707660658924,"2026-01-09",-0.059483,0.2957,313
"2026-09-04",-44.7806126714803,-20.970676234364,"2026-01-09",-0.112153,0.2965,314
"2026-09-04",-44.7806126714803,-20.9705864028356,"2026-01-09",-0.108113,0.348,316
"2026-09-04",-44.7806126714803,-20.9678914569832,"2026-01-09",-0.046399,0.3385,325
"2026-09-04",-44.7806126714803,-20.9678016254548,"2026-01-09",-0.027078,0.3368,325
"2026-09-04",-44.7806126714803,-20.9677117939264,"2026-01-09",-0.028955,0.4262,326
"2026-09-04",-44.7806126714803,-20.9675321308695,"2026-06-14",0.046233,0.4772,328
"2026-09-04",-44.7806126714803,-20.9674422993411,"2026-06-14",0.046233,0.4772,328
"2026-09-04",-44.7806126714803,-20.9673524678127,"2026-01-09",-0.015506,0.4162,331
"2026-09-04",-44.7805228399519,-20.9713050550628,"2026-03-21",-0.021633,0.2947,311
"2026-09-04",-44.7805228399519,-20.9712152235344,"2026-01-09",-0.019953,0.2921,313
"2026-09-04",-44.7805228399519,-20.971125392006,"2026-01-09",-0.028431,0.3012,312
"2026-09-04",-44.7805228399519,-20.9710355604776,"2026-01-09",-0.051144,0.2931,314
"2026-09-04",-44.7805228399519,-20.9709457289492,"2026-01-09",-0.073396,0.2855,312
"2026-09-04",-44.7805228399519,-20.9708558974208,"2026-01-09",-0.058887,0.2805,312
"2026-09-04",-44.7805228399519,-20.9707660658924,"2026-01-09",-0.061974,0.2934,314
"2026-09-04",-44.7805228399519,-20.970676234364,"2026-01-09",-0.097072,0.3404,315
"2026-09-04",-44.7805228399519,-20.9705864028356,"2026-01-09",-0.062194,0.4182,314
"2026-09-04",-44.7805228399519,-20.9679812885116,"2026-01-09",0.012448,0.3206,323
"2026-09-04",-44.7805228399519,-20.9678914569832,"2026-01-09",-0.048261,0.2425,324
"2026-09-04",-44.7805228399519,-20.9678016254548,"2026-01-09",-0.076357,0.2213,325
"2026-09-04",-44.7805228399519,-20.9677117939264,"2026-01-09",-0.097635,0.1899,328
"2026-09-04",-44.7805228399519,-20.967621962398,"2026-01-09",-0.08867,0.2135,327
"2026-09-04",-44.7805228399519,-20.9675321308695,"2026-01-09",-0.032743,0.3136,328
"2026-09-04",-44.7805228399519,-20.9674422993411,"2026-01-09",-0.032743,0.3136,328
"2026-09-04",-44.7804330084235,-20.9713050550628,"2026-01-14",-0.011932,0.304,312
"2026-09-04",-44.7804330084235,-20.9712152235344,"2026-01-09",-0.007845,0.2962,312
"2026-09-04",-44.7804330084235,-20.971125392006,"2026-01-09",-0.045381,0.3022,312
"2026-09-04",-44.7804330084235,-20.9710355604776,"2026-01-09",-0.059427,0.2895,312
"2026-09-04",-44.7804330084235,-20.9709457289492,"2026-01-09",-0.051307,0.2812,313
"2026-09-04",-44.7804330084235,-20.9708558974208,"2026-01-09",-0.085634,0.2852,313
"2026-09-04",-44.7804330084235,-20.9707660658924,"2026-01-09",-0.08258,0.3105,314
"2026-09-04",-44.7804330084235,-20.970676234364,"2026-01-09",-0.073802,0.3792,313
"2026-09-04",-44.7804330084235,-20.9679812885116,"2026-01-09",-0.003619,0.2973,323
"2026-09-04",-44.7804330084235,-20.9678914569832,"2026-01-09",-0.048447,0.223,324
"2026-09-04",-44.7804330084235,-20.9678016254548,"2026-01-09",-0.092384,0.2237,324
"2026-09-04",-44.7804330084235,-20.9677117939264,"2026-01-09",-0.126696,0.1831,328
"2026-09-04",-44.7804330084235,-20.967621962398,"2026-01-09",-0.12011,0.1875,327
"2026-09-04",-44.7804330084235,-20.9675321308695,"2026-01-09",-0.104818,0.2044,327
"2026-09-04",-44.7804330084235,-20.9674422993411,"2026-01-09",-0.104818,0.2044,327
"2026-09-04",-44.7804330084235,-20.9673524678127,"2026-01-09",-0.083191,0.2406,329
"2026-09-04",-44.7804330084235,-20.9672626362843,"2026-01-09",-0.059582,0.2844,330
"2026-09-04",-44.7803431768951,-20.9712152235344,"2026-01-09",-0.046182,0.3232,311
"2026-09-04",-44.7803431768951,-20.971125392006,"2026-01-09",-0.051423,0.3083,311
"2026-09-04",-44.7803431768951,-20.9710355604776,"2026-01-09",-0.067992,0.2876,311
"2026-09-04",-44.7803431768951,-20.9709457289492,"2026-01-09",-0.079525,0.2959,313
"2026-09-04",-44.7803431768951,-20.9708558974208,"2026-01-09",-0.092916,0.3131,314
"2026-09-04",-44.7803431768951,-20.9707660658924,"2026-01-09",-0.082363,0.3544,313
"2026-09-04",-44.7803431768951,-20.970676234364,"2026-01-09",-0.03166,0.4148,312
"2026-09-04",-44.7803431768951,-20.96807112004,"2026-01-09",0.004756,0.3271,322
"2026-09-04",-44.7803431768951,-20.9679812885116,"2026-01-09",-0.029119,0.2464,322
"2026-09-04",-44.7803431768951,-20.9678914569832,"2026-01-09",-0.065248,0.2126,323
"2026-09-04",-44.7803431768951,-20.9678016254548,"2026-01-09",-0.125083,0.2049,325
"2026-09-04",-44.7803431768951,-20.9677117939264,"2026-01-09",-0.107827,0.1811,323
"2026-09-04",-44.7803431768951,-20.967621962398,"2026-01-09",-0.1143,0.198,325
"2026-09-04",-44.7803431768951,-20.9675321308695,"2026-01-09",-0.125451,0.2222,325
"2026-09-04",-44.7803431768951,-20.9674422993411,"2026-01-09",-0.125451,0.2222,325
"2026-09-04",-44.7803431768951,-20.9673524678127,"2026-01-09",-0.14382,0.2514,327
"2026-09-04",-44.7803431768951,-20.9672626362843,"2026-01-09",-0.135195,0.2671,328
"2026-09-04",-44.7803431768951,-20.9671728047559,"2026-01-09",-0.107276,0.2751,330
"2026-09-04",-44.7802533453666,-20.971125392006,"2026-01-09",-0.080881,0.3254,312
"2026-09-04",-44.7802533453666,-20.9710355604776,"2026-01-09",-0.071265,0.3013,313
"2026-09-04",-44.7802533453666,-20.9709457289492,"2026-01-09",-0.11052,0.3189,313
"2026-09-04",-44.7802533453666,-20.9708558974208,"2026-01-09",-0.082742,0.3295,313
"2026-09-04",-44.7802533453666,-20.9707660658924,"2026-01-09",-0.072365,0.3868,312
"2026-09-04",-44.7802533453666,-20.970676234364,"2026-04-19",0.007761,0.455,311
"2026-09-04",-44.7802533453666,-20.96807112004,"2026-01-09",-0.038072,0.2751,322
"2026-09-04",-44.7802533453666,-20.9679812885116,"2026-01-09",-0.052595,0.2181,323
"2026-09-04",-44.7802533453666,-20.9678914569832,"2026-01-09",-0.083993,0.2164,323
"2026-09-04",-44.7802533453666,-20.9678016254548,"2026-01-09",-0.123301,0.1987,321
"2026-09-04",-44.7802533453666,-20.9677117939264,"2026-01-09",-0.104887,0.1939,322
"2026-09-04",-44.7802533453666,-20.967621962398,"2026-01-09",-0.119832,0.2119,324
"2026-09-04",-44.7802533453666,-20.9675321308695,"2026-01-09",-0.119832,0.2119,324
"2026-09-04",-44.7802533453666,-20.9674422993411,"2026-01-09",-0.129397,0.2435,323
"2026-09-04",-44.7802533453666,-20.9673524678127,"2026-01-09",-0.140551,0.268,326
"2026-09-04",-44.7802533453666,-20.9672626362843,"2026-01-09",-0.144221,0.2837,327
"2026-09-04",-44.7802533453666,-20.9671728047559,"2026-01-09",-0.098429,0.2865,331
"2026-09-04",-44.7801635138382,-20.9710355604776,"2026-01-09",-0.110518,0.3441,312
"2026-09-04",-44.7801635138382,-20.9709457289492,"2026-01-09",-0.107276,0.3286,313
"2026-09-04",-44.7801635138382,-20.9708558974208,"2026-01-09",-0.082854,0.3415,314
"2026-09-04",-44.7801635138382,-20.9707660658924,"2026-01-09",-0.07051,0.4237,312
"2026-09-04",-44.7801635138382,-20.96807112004,"2026-01-09",-0.039265,0.2613,321
"2026-09-04",-44.7801635138382,-20.9679812885116,"2026-01-09",-0.064085,0.2197,322
"2026-09-04",-44.7801635138382,-20.9678914569832,"2026-01-09",-0.133271,0.2136,321
"2026-09-04",-44.7801635138382,-20.9678016254548,"2026-01-09",-0.119862,0.1917,321
"2026-09-04",-44.7801635138382,-20.9677117939264,"2026-01-09",-0.104309,0.2073,320
"2026-09-04",-44.7801635138382,-20.967621962398,"2026-01-09",-0.120766,0.2384,322
"2026-09-04",-44.7801635138382,-20.9675321308695,"2026-01-09",-0.120766,0.2384,322
"2026-09-04",-44.7801635138382,-20.9674422993411,"2026-01-09",-0.135652,0.2737,322
"2026-09-04",-44.7801635138382,-20.9673524678127,"2026-01-09",-0.131875,0.2848,324
"2026-09-04",-44.7801635138382,-20.9672626362843,"2026-01-09",-0.141294,0.297,326
"2026-09-04",-44.7801635138382,-20.9671728047559,"2026-01-09",-0.151605,0.2862,330
"2026-09-04",-44.7800736823098,-20.9710355604776,"2026-01-09",-0.155546,0.3904,312
"2026-09-04",-44.7800736823098,-20.9709457289492,"2026-01-09",-0.103998,0.333,313
"2026-09-04",-44.7800736823098,-20.9708558974208,"2026-01-09",-0.084306,0.3599,314
"2026-09-04",-44.7800736823098,-20.9707660658924,"2026-03-21",-0.030635,0.4605,313
"2026-09-04",-44.7800736823098,-20.9681609515684,"2026-01-09",-0.021653,0.3476,319
"2026-09-04",-44.7800736823098,-20.96807112004,"2026-01-09",-0.073414,0.2443,321
"2026-09-04",-44.7800736823098,-20.9679812885116,"2026-01-09",-0.098817,0.2252,319
"2026-09-04",-44.7800736823098,-20.9678914569832,"2026-01-09",-0.135939,0.2091,319
"2026-09-04",-44.7800736823098,-20.9678016254548,"2026-01-09",-0.099387,0.1951,320
"2026-09-04",-44.7800736823098,-20.9677117939264,"2026-01-09",-0.096269,0.2082,320
"2026-09-04",-44.7800736823098,-20.967621962398,"2026-01-09",-0.126796,0.2485,320
"2026-09-04",-44.7800736823098,-20.9675321308695,"2026-01-09",-0.126796,0.2485,320
"2026-09-04",-44.7800736823098,-20.9674422993411,"2026-01-09",-0.130777,0.287,322
"2026-09-04",-44.7800736823098,-20.9673524678127,"2026-01-09",-0.144953,0.3024,324
"2026-09-04",-44.7800736823098,-20.9672626362843,"2026-01-09",-0.165071,0.2909,328
"2026-09-04",-44.7800736823098,-20.9671728047559,"2026-01-09",-0.162434,0.2742,330
"2026-09-04",-44.7799838507814,-20.9709457289492,"2026-01-09",-0.13039,0.3864,314
"2026-09-04",-44.7799838507814,-20.9708558974208,"2026-01-09",-0.080247,0.425,313
"2026-09-04",-44.7799838507814,-20.9681609515684,"2026-01-09",-0.078582,0.3093,319
"2026-09-04",-44.7799838507814,-20.96807112004,"2026-01-09",-0.108426,0.2278,319
"2026-09-04",-44.7799838507814,-20.9679812885116,"2026-01-09",-0.121882,0.2171,319
"2026-09-04",-44.7799838507814,-20.9678914569832,"2026-01-09",-0.123645,0.2009,319
"2026-09-04",-44.7799838507814,-20.9678016254548,"2026-01-09",-0.089765,0.2095,319
"2026-09-04",-44.7799838507814,-20.9677117939264,"2026-01-09",-0.122535,0.2236,319
"2026-09-04",-44.7799838507814,-20.967621962398,"2026-01-09",-0.155756,0.2586,320
"2026-09-04",-44.7799838507814,-20.9675321308695,"2026-01-09",-0.155756,0.2586,320
"2026-09-04",-44.7799838507814,-20.9674422993411,"2026-01-09",-0.171346,0.2857,324
"2026-09-04",-44.7799838507814,-20.9673524678127,"2026-01-09",-0.166619,0.2993,326
"2026-09-04",-44.7799838507814,-20.9672626362843,"2026-01-09",-0.153948,0.287,328
"2026-09-04",-44.7799838507814,-20.9671728047559,"2026-01-09",-0.159945,0.2675,330
"2026-09-04",-44.779894019253,-20.9709457289492,"2026-01-09",-0.13039,0.3864,314
"2026-09-04",-44.779894019253,-20.9708558974208,"2026-01-09",-0.080247,0.425,313
"2026-09-04",-44.779894019253,-20.9682507830968,"2026-01-09",-0.012379,0.3122,319
"2026-09-04",-44.779894019253,-20.9681609515684,"2026-01-09",-0.087366,0.2551,319
"2026-09-04",-44.779894019253,-20.96807112004,"2026-01-09",-0.121669,0.2234,319
"2026-09-04",-44.779894019253,-20.9679812885116,"2026-01-09",-0.132566,0.2072,320
"2026-09-04",-44.779894019253,-20.9678914569832,"2026-01-09",-0.116044,0.1934,319
"2026-09-04",-44.779894019253,-20.9678016254548,"2026-01-09",-0.077768,0.217,319
"2026-09-04",-44.779894019253,-20.9677117939264,"2026-01-09",-0.136712,0.2538,319
"2026-09-04",-44.779894019253,-20.967621962398,"2026-01-09",-0.136712,0.2538,319
"2026-09-04",-44.779894019253,-20.9675321308695,"2026-01-09",-0.161834,0.2804,321
"2026-09-04",-44.779894019253,-20.9674422993411,"2026-01-09",-0.166439,0.2907,323
"2026-09-04",-44.779894019253,-20.9673524678127,"2026-01-09",-0.14054,0.2898,326
"2026-09-04",-44.779894019253,-20.9672626362843,"2026-01-09",-0.168022,0.2831,326
"2026-09-04",-44.779894019253,-20.9671728047559,"2026-01-09",-0.134387,0.2769,330
"2026-09-04",-44.7798041877246,-20.9708558974208,"2026-01-09",-0.024031,0.4916,313
"2026-09-04",-44.7798041877246,-20.9682507830968,"2026-01-09",-0.012379,0.3122,319
"2026-09-04",-44.7798041877246,-20.9681609515684,"2026-01-09",-0.087366,0.2551,319
"2026-09-04",-44.7798041877246,-20.96807112004,"2026-01-09",-0.121669,0.2234,319
"2026-09-04",-44.7798041877246,-20.9679812885116,"2026-01-09",-0.132566,0.2072,320
"2026-09-04",-44.7798041877246,-20.9678914569832,"2026-01-09",-0.116044,0.1934,319
"2026-09-04",-44.7798041877246,-20.9678016254548,"2026-01-09",-0.077768,0.217,319
"2026-09-04",-44.7798041877246,-20.9677117939264,"2026-01-09",-0.136712,0.2538,319
