"ultima_execucao","modo","ultima_data_serie","n_pixels","n_normal","n_recalibrando","n_alertas_execucao","n_alertas_acumulado"
"2026-09-08 20:35:34","operacao","2026-09-04",3850,2774,1076,1076,1076
