"longitude","latitude","n_obs","historico_inicio","historico_fim","n_historico","r2_historico","sigma_historico","data_quebra","desvio_quebra","magnitude","aviso"
-44.7777380625711,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.228,0.3255,NA,NA,0.116543,NA
-44.7777380625711,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.2341,0.3209,NA,NA,0.10209,NA
-44.7777380625711,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.242,0.3127,NA,NA,0.000488,NA
-44.7777380625711,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2437,0.3141,2024-08-18,-0.297325,-0.087271,NA
-44.7777380625711,-20.967621962398,583,2019-01-02,2021-05-31,177,0.2514,0.3187,2024-08-03,-0.284463,-0.123012,NA
-44.7777380625711,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.2491,0.3214,2024-08-03,-0.297786,-0.124803,NA
-44.7777380625711,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.256,0.3192,2024-07-24,-0.259584,-0.136324,NA
-44.7777380625711,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.2758,0.3139,2024-07-14,-0.214034,-0.156582,NA
-44.7777380625711,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2839,0.3092,2024-07-14,-0.229224,-0.162216,NA
-44.7777380625711,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2778,0.3073,2024-07-14,-0.24009,-0.148234,NA
-44.7777380625711,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2778,0.3073,2024-07-14,-0.24009,-0.148234,NA
-44.7777380625711,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.2709,0.3094,2024-07-14,-0.260509,-0.146646,NA
-44.7777380625711,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.2649,0.3094,2024-07-14,-0.266165,-0.149112,NA
-44.7777380625711,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.2614,0.3121,2024-07-09,-0.260151,-0.150801,NA
-44.7777380625711,-20.9685202776821,583,2019-01-02,2021-05-31,177,0.2477,0.3128,2024-07-04,-0.258677,-0.131052,NA
-44.7778278940995,-20.9670829732275,583,2019-01-02,2021-05-31,177,0.2254,0.3197,NA,NA,0.077977,NA
-44.7778278940995,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.2305,0.3258,NA,NA,0.094621,NA
-44.7778278940995,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.2304,0.3263,NA,NA,0.10984,NA
-44.7778278940995,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.233,0.3187,NA,NA,0.080529,NA
-44.7778278940995,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.2432,0.3138,2025-09-07,-0.101879,-0.042929,NA
-44.7778278940995,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2504,0.3188,2024-08-03,-0.276692,-0.120765,NA
-44.7778278940995,-20.967621962398,583,2019-01-02,2021-05-31,177,0.2532,0.3213,2024-08-03,-0.280132,-0.136736,NA
-44.7778278940995,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.2542,0.3197,2024-07-29,-0.281447,-0.128694,NA
-44.7778278940995,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.2677,0.3148,2024-07-14,-0.244789,-0.15283,NA
-44.7778278940995,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.2798,0.312,2024-07-14,-0.246282,-0.16144,NA
-44.7778278940995,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2762,0.3081,2024-07-14,-0.243058,-0.149489,NA
-44.7778278940995,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2708,0.3084,2024-07-14,-0.252686,-0.144226,NA
-44.7778278940995,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2708,0.3084,2024-07-14,-0.252686,-0.144226,NA
-44.7778278940995,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.2711,0.313,2024-07-14,-0.273541,-0.145953,NA
-44.7778278940995,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.271,0.3108,2024-07-09,-0.265808,-0.138084,NA
-44.7778278940995,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.2634,0.3118,2024-06-29,-0.23145,-0.142591,NA
