"longitude","latitude","n_obs","historico_inicio","historico_fim","n_historico","r2_historico","sigma_historico","data_quebra","desvio_quebra","magnitude","aviso"
-44.7793550300825,-20.9669033101707,583,2019-01-02,2021-05-31,177,0.2483,0.3035,2024-08-23,-0.286308,-0.074481,NA
-44.7793550300825,-20.9669931416991,583,2019-01-02,2021-05-31,177,0.2666,0.3095,2024-07-14,-0.282881,-0.139341,NA
-44.7793550300825,-20.9670829732275,583,2019-01-02,2021-05-31,177,0.2741,0.311,2024-07-14,-0.281226,-0.138153,NA
-44.7793550300825,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.2704,0.3043,2024-07-14,-0.278868,-0.125538,NA
-44.7793550300825,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.2706,0.297,2024-07-19,-0.284279,-0.129509,NA
-44.7793550300825,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.2816,0.2988,2024-07-14,-0.279107,-0.131198,NA
-44.7793550300825,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.2798,0.3014,2024-07-14,-0.289313,-0.130632,NA
-44.7793550300825,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2692,0.3021,2024-07-14,-0.29341,-0.12917,NA
-44.7793550300825,-20.967621962398,583,2019-01-02,2021-05-31,177,0.266,0.3044,2024-07-19,-0.300755,-0.129684,NA
-44.7793550300825,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.267,0.3052,2024-07-14,-0.296393,-0.133002,NA
-44.7793550300825,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.267,0.3052,2024-07-14,-0.296393,-0.133002,NA
-44.7793550300825,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.2643,0.3073,2024-06-29,-0.24745,-0.135439,NA
-44.7793550300825,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2532,0.3124,2024-07-09,-0.28402,-0.147425,NA
-44.7793550300825,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2353,0.3207,2024-07-14,-0.254387,-0.153202,NA
-44.7793550300825,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2287,0.325,2024-07-19,-0.299087,-0.140389,NA
-44.7793550300825,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.225,0.3238,2024-07-19,-0.287139,-0.131476,NA
-44.7793550300825,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.205,0.3054,2024-09-02,-0.232254,-0.110045,NA
-44.7793550300825,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.2295,0.3012,2025-09-22,-0.12713,-0.046297,NA
-44.7793550300825,-20.9685202776821,583,2019-01-02,2021-05-31,177,0.2571,0.3148,2023-09-13,-0.16252,-0.017927,NA
-44.7793550300825,-20.9686101092105,583,2019-01-02,2021-05-31,177,0.2511,0.3148,2023-09-03,-0.158524,0.001049,NA
-44.7793550300825,-20.9686999407389,583,2019-01-02,2021-05-31,177,0.2363,0.3109,2023-09-03,-0.153157,0.006071,NA
-44.7793550300825,-20.9687897722673,583,2019-01-02,2021-05-31,177,0.2377,0.3137,2023-09-03,-0.177236,-0.023328,NA
-44.7793550300825,-20.9688796037957,583,2019-01-02,2021-05-31,177,0.2415,0.3154,2023-09-23,-0.150497,0.001068,NA
-44.7793550300825,-20.9689694353241,583,2019-01-02,2021-05-31,177,0.2342,0.3068,NA,NA,0.090495,NA
-44.7793550300825,-20.9690592668525,583,2019-01-02,2021-05-31,177,0.2151,0.306,NA,NA,0.115223,NA
-44.7793550300825,-20.969149098381,583,2019-01-02,2021-05-31,177,0.2078,0.3052,NA,NA,0.118895,NA
-44.7793550300825,-20.9692389299094,583,2019-01-02,2021-05-31,177,0.2052,0.3031,NA,NA,0.113005,NA
-44.7793550300825,-20.9693287614378,583,2019-01-02,2021-05-31,177,0.2085,0.3021,NA,NA,0.094773,NA
-44.7793550300825,-20.9694185929662,583,2019-01-02,2021-05-31,177,0.2175,0.3034,NA,NA,0.08097,NA
-44.7793550300825,-20.9695084244946,583,2019-01-02,2021-05-31,177,0.2268,0.3037,NA,NA,0.083078,NA
-44.7793550300825,-20.969598256023,583,2019-01-02,2021-05-31,177,0.2334,0.3033,2024-04-05,0.195183,0.091344,NA
-44.7793550300825,-20.9696880875514,583,2019-01-02,2021-05-31,177,0.2281,0.3048,2024-04-05,0.195435,0.089446,NA
-44.7793550300825,-20.9697779190798,583,2019-01-02,2021-05-31,177,0.2295,0.3055,2024-04-05,0.212931,0.078837,NA
-44.7793550300825,-20.9698677506083,583,2019-01-02,2021-05-31,177,0.2273,0.3066,2024-03-16,0.183191,0.106687,NA
-44.7793550300825,-20.9699575821367,583,2019-01-02,2021-05-31,177,0.2303,0.3052,2024-03-16,0.185955,0.113076,NA
-44.7793550300825,-20.9700474136651,583,2019-01-02,2021-05-31,177,0.2308,0.303,2024-03-16,0.18756,0.108111,NA
-44.7793550300825,-20.9701372451935,583,2019-01-02,2021-05-31,177,0.2274,0.3,2024-03-16,0.178173,0.10069,NA
-44.7793550300825,-20.9702270767219,583,2019-01-02,2021-05-31,177,0.2244,0.299,2024-04-05,0.199659,0.095458,NA
-44.7793550300825,-20.9703169082503,583,2019-01-02,2021-05-31,177,0.2232,0.3009,2024-04-05,0.185345,0.096384,NA
-44.7793550300825,-20.9704067397787,583,2019-01-02,2021-05-31,177,0.2281,0.3022,NA,NA,0.097746,NA
-44.7793550300825,-20.9704965713071,583,2019-01-02,2021-05-31,177,0.2246,0.2986,NA,NA,0.09435,NA
-44.7793550300825,-20.9705864028356,583,2019-01-02,2021-05-31,177,0.212,0.2971,NA,NA,0.091275,NA
-44.7793550300825,-20.970676234364,583,2019-01-02,2021-05-31,177,0.2133,0.2987,NA,NA,0.085605,NA
-44.7794448616109,-20.9664541525286,583,2019-01-02,2021-05-31,177,0.1802,0.2685,NA,NA,0.096717,NA
-44.7794448616109,-20.9669931416991,583,2019-01-02,2021-05-31,177,0.269,0.3106,2024-07-14,-0.272849,-0.144685,NA
-44.7794448616109,-20.9670829732275,583,2019-01-02,2021-05-31,177,0.2713,0.31,2024-07-14,-0.275612,-0.134755,NA
-44.7794448616109,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.2692,0.3009,2024-07-19,-0.278715,-0.129589,NA
-44.7794448616109,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.2715,0.294,2024-07-19,-0.278406,-0.127,NA
-44.7794448616109,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.2845,0.2974,2024-07-14,-0.279881,-0.122548,NA
-44.7794448616109,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.2801,0.3006,2024-07-14,-0.292277,-0.128383,NA
-44.7794448616109,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2728,0.3021,2024-07-14,-0.293729,-0.123031,NA
-44.7794448616109,-20.967621962398,583,2019-01-02,2021-05-31,177,0.2743,0.3032,2024-07-19,-0.300386,-0.124744,NA
-44.7794448616109,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.2723,0.3043,2024-07-14,-0.292439,-0.132908,NA
-44.7794448616109,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.2723,0.3043,2024-07-14,-0.292439,-0.132908,NA
-44.7794448616109,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.2625,0.3075,2024-07-04,-0.279348,-0.144198,NA
-44.7794448616109,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2457,0.3143,2024-07-14,-0.281483,-0.145771,NA
-44.7794448616109,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2349,0.3216,2024-07-24,-0.250648,-0.148022,NA
-44.7794448616109,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2373,0.3248,2024-07-24,-0.294384,-0.123529,NA
-44.7794448616109,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.2275,0.3202,2024-07-24,-0.292511,-0.129097,NA
-44.7794448616109,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.1981,0.2947,2024-10-07,-0.199125,-0.096241,NA
-44.7794448616109,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.2276,0.2962,NA,NA,-0.04203,NA
-44.7794448616109,-20.9685202776821,583,2019-01-02,2021-05-31,177,0.2567,0.3128,2023-09-13,-0.150362,-0.023247,NA
-44.7794448616109,-20.9686101092105,583,2019-01-02,2021-05-31,177,0.2503,0.313,2023-09-03,-0.142797,0.00026,NA
-44.7794448616109,-20.9686999407389,583,2019-01-02,2021-05-31,177,0.2388,0.3107,2023-09-03,-0.164918,0.007619,NA
-44.7794448616109,-20.9687897722673,583,2019-01-02,2021-05-31,177,0.2396,0.3146,2023-09-03,-0.181216,-0.009299,NA
-44.7794448616109,-20.9688796037957,583,2019-01-02,2021-05-31,177,0.2403,0.3155,2023-10-03,-0.144531,0.004046,NA
-44.7794448616109,-20.9689694353241,583,2019-01-02,2021-05-31,177,0.2307,0.3065,NA,NA,0.089828,NA
-44.7794448616109,-20.9690592668525,583,2019-01-02,2021-05-31,177,0.2142,0.3063,NA,NA,0.110111,NA
-44.7794448616109,-20.969149098381,583,2019-01-02,2021-05-31,177,0.2092,0.3044,NA,NA,0.107817,NA
-44.7794448616109,-20.9692389299094,583,2019-01-02,2021-05-31,177,0.2132,0.3028,NA,NA,0.111197,NA
-44.7794448616109,-20.9693287614378,583,2019-01-02,2021-05-31,177,0.2158,0.3021,2024-04-05,0.207759,0.103613,NA
-44.7794448616109,-20.9694185929662,583,2019-01-02,2021-05-31,177,0.2199,0.3019,2024-04-05,0.214748,0.087605,NA
-44.7794448616109,-20.9695084244946,583,2019-01-02,2021-05-31,177,0.2272,0.3024,NA,NA,0.084812,NA
-44.7794448616109,-20.969598256023,583,2019-01-02,2021-05-31,177,0.2318,0.3024,2024-04-05,0.20097,0.094185,NA
-44.7794448616109,-20.9696880875514,583,2019-01-02,2021-05-31,177,0.2267,0.3044,NA,NA,0.092676,NA
-44.7794448616109,-20.9697779190798,583,2019-01-02,2021-05-31,177,0.2301,0.304,2024-04-05,0.182863,0.08236,NA
-44.7794448616109,-20.9698677506083,583,2019-01-02,2021-05-31,177,0.2263,0.3058,2024-04-05,0.208222,0.102331,NA
-44.7794448616109,-20.9699575821367,583,2019-01-02,2021-05-31,177,0.2276,0.3053,2024-04-05,0.222417,0.109882,NA
-44.7794448616109,-20.9700474136651,583,2019-01-02,2021-05-31,177,0.2256,0.3025,2024-04-05,0.21099,0.108198,NA
-44.7794448616109,-20.9701372451935,583,2019-01-02,2021-05-31,177,0.2227,0.2982,2024-04-05,0.176516,0.09657,NA
-44.7794448616109,-20.9702270767219,583,2019-01-02,2021-05-31,177,0.2208,0.2972,2024-04-05,0.171296,0.083829,NA
-44.7794448616109,-20.9703169082503,583,2019-01-02,2021-05-31,177,0.223,0.2982,NA,NA,0.08744,NA
-44.7794448616109,-20.9704067397787,583,2019-01-02,2021-05-31,177,0.2302,0.2997,NA,NA,0.10165,NA
-44.7794448616109,-20.9704965713071,583,2019-01-02,2021-05-31,177,0.2258,0.2984,NA,NA,0.088111,NA
-44.7794448616109,-20.9705864028356,583,2019-01-02,2021-05-31,177,0.2135,0.2985,NA,NA,0.082723,NA
-44.7794448616109,-20.970676234364,583,2019-01-02,2021-05-31,177,0.215,0.3002,NA,NA,0.082787,NA
-44.7795346931393,-20.9670829732275,583,2019-01-02,2021-05-31,177,0.2754,0.305,2024-07-14,-0.277972,-0.13166,NA
-44.7795346931393,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.278,0.2964,2024-07-19,-0.278839,-0.12396,NA
-44.7795346931393,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.2864,0.2949,2024-07-14,-0.274484,-0.12627,NA
-44.7795346931393,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.2953,0.2984,2024-07-14,-0.279749,-0.128993,NA
-44.7795346931393,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.2908,0.3008,2024-07-14,-0.283767,-0.124156,NA
-44.7795346931393,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2848,0.3027,2024-07-14,-0.297088,-0.123807,NA
-44.7795346931393,-20.967621962398,583,2019-01-02,2021-05-31,177,0.2828,0.302,2024-07-14,-0.290695,-0.116465,NA
-44.7795346931393,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.2828,0.302,2024-07-14,-0.290695,-0.116465,NA
-44.7795346931393,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.277,0.3032,2024-07-09,-0.274147,-0.127848,NA
-44.7795346931393,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.2613,0.3057,2024-07-09,-0.26645,-0.13387,NA
-44.7795346931393,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2429,0.3141,2024-07-19,-0.251689,-0.140997,NA
-44.7795346931393,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2361,0.3208,2024-07-29,-0.247493,-0.138933,NA
-44.7795346931393,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2412,0.3238,2024-07-24,-0.291424,-0.122292,NA
-44.7795346931393,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.2298,0.3182,2024-08-08,-0.312701,-0.116357,NA
-44.7795346931393,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.2164,0.3026,2025-09-07,-0.145173,-0.076354,NA
-44.7795346931393,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.2445,0.3055,2023-09-23,-0.139629,-0.031904,NA
-44.7795346931393,-20.9685202776821,583,2019-01-02,2021-05-31,177,0.2612,0.3124,2023-09-13,-0.142178,-0.018861,NA
-44.7795346931393,-20.9686101092105,583,2019-01-02,2021-05-31,177,0.2523,0.3133,2023-09-08,-0.156299,-0.015102,NA
-44.7795346931393,-20.9686999407389,583,2019-01-02,2021-05-31,177,0.2442,0.314,2023-09-03,-0.159787,-0.020261,NA
-44.7795346931393,-20.9687897722673,583,2019-01-02,2021-05-31,177,0.2443,0.3165,2023-09-03,-0.183047,-0.016821,NA
-44.7795346931393,-20.9688796037957,583,2019-01-02,2021-05-31,177,0.241,0.3156,2023-10-03,-0.138466,-0.001857,NA
-44.7795346931393,-20.9689694353241,583,2019-01-02,2021-05-31,177,0.228,0.3063,NA,NA,0.094901,NA
-44.7795346931393,-20.9690592668525,583,2019-01-02,2021-05-31,177,0.2157,0.3054,NA,NA,0.119236,NA
-44.7795346931393,-20.969149098381,583,2019-01-02,2021-05-31,177,0.2053,0.3009,NA,NA,0.11772,NA
-44.7795346931393,-20.9692389299094,583,2019-01-02,2021-05-31,177,0.2015,0.2964,NA,NA,0.095169,NA
-44.7795346931393,-20.9693287614378,583,2019-01-02,2021-05-31,177,0.2071,0.2963,2024-04-05,0.189867,0.079394,NA
-44.7795346931393,-20.9694185929662,583,2019-01-02,2021-05-31,177,0.218,0.2955,2024-04-05,0.191067,0.078604,NA
-44.7795346931393,-20.9695084244946,583,2019-01-02,2021-05-31,177,0.2238,0.2976,NA,NA,0.072765,NA
-44.7795346931393,-20.969598256023,583,2019-01-02,2021-05-31,177,0.2195,0.2986,NA,NA,0.077758,NA
-44.7795346931393,-20.9696880875514,583,2019-01-02,2021-05-31,177,0.2153,0.3004,NA,NA,0.066842,NA
-44.7795346931393,-20.9697779190798,583,2019-01-02,2021-05-31,177,0.2183,0.302,NA,NA,0.066241,NA
-44.7795346931393,-20.9698677506083,583,2019-01-02,2021-05-31,177,0.2211,0.3048,NA,NA,0.092415,NA
-44.7795346931393,-20.9699575821367,583,2019-01-02,2021-05-31,177,0.2238,0.3055,NA,NA,0.10032,NA
-44.7795346931393,-20.9700474136651,583,2019-01-02,2021-05-31,177,0.2241,0.3023,NA,NA,0.101342,NA
-44.7795346931393,-20.9701372451935,583,2019-01-02,2021-05-31,177,0.2229,0.2972,NA,NA,0.091108,NA
-44.7795346931393,-20.9702270767219,583,2019-01-02,2021-05-31,177,0.2237,0.2968,NA,NA,0.090513,NA
-44.7795346931393,-20.9703169082503,583,2019-01-02,2021-05-31,177,0.2269,0.2972,NA,NA,0.107276,NA
-44.7795346931393,-20.9704067397787,583,2019-01-02,2021-05-31,177,0.2297,0.2986,NA,NA,0.104682,NA
-44.7795346931393,-20.9704965713071,583,2019-01-02,2021-05-31,177,0.2271,0.298,NA,NA,0.087691,NA
-44.7795346931393,-20.9705864028356,583,2019-01-02,2021-05-31,177,0.2196,0.299,NA,NA,0.084774,NA
-44.7795346931393,-20.970676234364,583,2019-01-02,2021-05-31,177,0.2164,0.3016,NA,NA,0.088192,NA
-44.7795346931393,-20.9707660658924,583,2019-01-02,2021-05-31,177,0.1897,0.2829,NA,NA,0.072692,NA
-44.7796245246678,-20.9670829732275,583,2019-01-02,2021-05-31,177,0.2789,0.2999,2024-07-14,-0.273418,-0.130894,NA
-44.7796245246678,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.2839,0.2932,2024-07-19,-0.276753,-0.124616,NA
-44.7796245246678,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.2981,0.2945,2024-07-14,-0.271966,-0.128769,NA
-44.7796245246678,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.2994,0.2978,2024-07-14,-0.280524,-0.131779,NA
-44.7796245246678,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.2944,0.3006,2024-07-14,-0.281839,-0.12625,NA
-44.7796245246678,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2929,0.3004,2024-07-14,-0.277155,-0.124841,NA
-44.7796245246678,-20.967621962398,583,2019-01-02,2021-05-31,177,0.2854,0.2995,2024-07-14,-0.267649,-0.116628,NA
-44.7796245246678,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.2854,0.2995,2024-07-14,-0.267649,-0.116628,NA
-44.7796245246678,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.2709,0.3026,2024-07-09,-0.263724,-0.124621,NA
-44.7796245246678,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.2503,0.3058,2024-07-14,-0.256288,-0.131039,NA
-44.7796245246678,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2384,0.3154,2024-07-24,-0.242874,-0.14757,NA
-44.7796245246678,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2357,0.3206,2024-07-24,-0.278868,-0.133864,NA
-44.7796245246678,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2393,0.3226,2024-07-24,-0.285356,-0.111716,NA
-44.7796245246678,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.2246,0.3109,2024-08-23,-0.259867,-0.093049,NA
-44.7796245246678,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.2295,0.3025,2025-09-12,-0.126198,-0.052413,NA
-44.7796245246678,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.255,0.3102,2023-09-13,-0.141484,-0.033453,NA
-44.7796245246678,-20.9685202776821,583,2019-01-02,2021-05-31,177,0.2625,0.312,2023-09-03,-0.139142,-0.030885,NA
-44.7796245246678,-20.9686101092105,583,2019-01-02,2021-05-31,177,0.2543,0.3131,2023-09-03,-0.14237,-0.020708,NA
-44.7796245246678,-20.9686999407389,583,2019-01-02,2021-05-31,177,0.2451,0.3137,2023-09-13,-0.172228,-0.007727,NA
-44.7796245246678,-20.9687897722673,583,2019-01-02,2021-05-31,177,0.2435,0.3167,2023-09-03,-0.158716,-0.018453,NA
-44.7796245246678,-20.9688796037957,583,2019-01-02,2021-05-31,177,0.2399,0.3153,NA,NA,0.004948,NA
-44.7796245246678,-20.9689694353241,583,2019-01-02,2021-05-31,177,0.225,0.3057,NA,NA,0.100166,NA
-44.7796245246678,-20.9690592668525,583,2019-01-02,2021-05-31,177,0.2117,0.3022,NA,NA,0.123533,NA
-44.7796245246678,-20.969149098381,583,2019-01-02,2021-05-31,177,0.2014,0.2928,NA,NA,0.126088,NA
-44.7796245246678,-20.9692389299094,583,2019-01-02,2021-05-31,177,0.1855,0.2852,2024-04-05,0.193164,0.094286,NA
-44.7796245246678,-20.9693287614378,583,2019-01-02,2021-05-31,177,0.1837,0.282,2024-04-05,0.184126,0.066186,NA
-44.7796245246678,-20.9694185929662,583,2019-01-02,2021-05-31,177,0.184,0.2802,2024-04-05,0.191685,0.052842,NA
-44.7796245246678,-20.9695084244946,583,2019-01-02,2021-05-31,177,0.1905,0.2827,NA,NA,0.04587,NA
-44.7796245246678,-20.969598256023,583,2019-01-02,2021-05-31,177,0.1933,0.2821,2024-04-05,0.174329,0.051825,NA
-44.7796245246678,-20.9696880875514,583,2019-01-02,2021-05-31,177,0.1917,0.2846,2024-04-05,0.166583,0.057416,NA
-44.7796245246678,-20.9697779190798,583,2019-01-02,2021-05-31,177,0.188,0.2875,NA,NA,0.046324,NA
-44.7796245246678,-20.9698677506083,583,2019-01-02,2021-05-31,177,0.1899,0.2899,NA,NA,0.043296,NA
-44.7796245246678,-20.9699575821367,583,2019-01-02,2021-05-31,177,0.1926,0.2912,NA,NA,0.046019,NA
-44.7796245246678,-20.9700474136651,583,2019-01-02,2021-05-31,177,0.1928,0.2877,NA,NA,0.0541,NA
-44.7796245246678,-20.9701372451935,583,2019-01-02,2021-05-31,177,0.1924,0.2843,NA,NA,0.053724,NA
-44.7796245246678,-20.9702270767219,583,2019-01-02,2021-05-31,177,0.1972,0.2846,NA,NA,0.052024,NA
-44.7796245246678,-20.9703169082503,583,2019-01-02,2021-05-31,177,0.2045,0.2876,NA,NA,0.053086,NA
-44.7796245246678,-20.9704067397787,583,2019-01-02,2021-05-31,177,0.2078,0.2914,NA,NA,0.056348,NA
-44.7796245246678,-20.9704965713071,583,2019-01-02,2021-05-31,177,0.2014,0.2909,NA,NA,0.051377,NA
-44.7796245246678,-20.9705864028356,583,2019-01-02,2021-05-31,177,0.1998,0.2893,NA,NA,0.028451,NA
-44.7796245246678,-20.970676234364,583,2019-01-02,2021-05-31,177,0.2041,0.2921,NA,NA,0.050705,NA
-44.7796245246678,-20.9707660658924,583,2019-01-02,2021-05-31,177,0.1795,0.2747,NA,NA,0.047761,NA
-44.7797143561962,-20.9670829732275,583,2019-01-02,2021-05-31,177,0.2844,0.2953,2024-07-19,-0.273647,-0.138006,NA
-44.7797143561962,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.2906,0.2927,2024-07-19,-0.271191,-0.128822,NA
-44.7797143561962,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.3002,0.2931,2024-07-14,-0.267593,-0.12959,NA
-44.7797143561962,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.2966,0.2971,2024-07-14,-0.272257,-0.123609,NA
-44.7797143561962,-20.9674422993411,583,2019-01-02,2021-05-31,177,0.2901,0.3013,2024-07-14,-0.276057,-0.125246,NA
-44.7797143561962,-20.9675321308695,583,2019-01-02,2021-05-31,177,0.2859,0.3007,2024-07-19,-0.285866,-0.129578,NA
-44.7797143561962,-20.967621962398,583,2019-01-02,2021-05-31,177,0.2751,0.3024,2024-07-19,-0.282992,-0.114167,NA
-44.7797143561962,-20.9677117939264,583,2019-01-02,2021-05-31,177,0.2751,0.3024,2024-07-19,-0.282992,-0.114167,NA
-44.7797143561962,-20.9678016254548,583,2019-01-02,2021-05-31,177,0.2565,0.3057,2024-07-14,-0.264747,-0.123427,NA
-44.7797143561962,-20.9678914569832,583,2019-01-02,2021-05-31,177,0.235,0.3097,2024-07-19,-0.271555,-0.133159,NA
-44.7797143561962,-20.9679812885116,583,2019-01-02,2021-05-31,177,0.2303,0.317,2024-07-24,-0.273523,-0.147429,NA
-44.7797143561962,-20.96807112004,583,2019-01-02,2021-05-31,177,0.2276,0.3209,2024-07-24,-0.285228,-0.132748,NA
-44.7797143561962,-20.9681609515684,583,2019-01-02,2021-05-31,177,0.2272,0.3205,2024-07-24,-0.28272,-0.114918,NA
-44.7797143561962,-20.9682507830968,583,2019-01-02,2021-05-31,177,0.2166,0.3074,2024-09-17,-0.229291,-0.098173,NA
-44.7797143561962,-20.9683406146253,583,2019-01-02,2021-05-31,177,0.238,0.3061,2023-09-23,-0.156459,-0.052073,NA
-44.7797143561962,-20.9684304461537,583,2019-01-02,2021-05-31,177,0.2505,0.3138,2023-09-13,-0.154283,-0.032169,NA
-44.7797143561962,-20.9685202776821,583,2019-01-02,2021-05-31,177,0.2499,0.3165,2023-09-08,-0.139832,-0.024064,NA
-44.7797143561962,-20.9686101092105,583,2019-01-02,2021-05-31,177,0.2435,0.3164,2023-09-08,-0.156404,-0.018204,NA
-44.7797143561962,-20.9686999407389,583,2019-01-02,2021-05-31,177,0.2378,0.3152,2023-09-08,-0.169941,-0.017218,NA
-44.7797143561962,-20.9687897722673,583,2019-01-02,2021-05-31,177,0.2397,0.3183,2023-09-03,-0.164197,-0.011393,NA
-44.7797143561962,-20.9688796037957,583,2019-01-02,2021-05-31,177,0.2375,0.3146,NA,NA,0.031413,NA
-44.7797143561962,-20.9689694353241,583,2019-01-02,2021-05-31,177,0.2224,0.3042,NA,NA,0.113214,NA
-44.7797143561962,-20.9690592668525,583,2019-01-02,2021-05-31,177,0.2132,0.2999,NA,NA,0.123295,NA
-44.7797143561962,-20.969149098381,583,2019-01-02,2021-05-31,177,0.2166,0.2959,2024-04-05,0.224538,0.128884,NA
-44.7797143561962,-20.9692389299094,583,2019-01-02,2021-05-31,177,0.2175,0.296,2024-04-05,0.233916,0.130034,NA
-44.7797143561962,-20.9693287614378,583,2019-01-02,2021-05-31,177,0.2175,0.2925,2024-04-05,0.227516,0.117266,NA
-44.7797143561962,-20.9694185929662,583,2019-01-02,2021-05-31,177,0.2151,0.2904,2024-04-05,0.221967,0.105234,NA
-44.7797143561962,-20.9695084244946,583,2019-01-02,2021-05-31,177,0.2158,0.2926,NA,NA,0.088531,NA
-44.7797143561962,-20.969598256023,583,2019-01-02,2021-05-31,177,0.2166,0.2943,NA,NA,0.081458,NA
-44.7797143561962,-20.9696880875514,583,2019-01-02,2021-05-31,177,0.2165,0.2978,NA,NA,0.091889,NA
-44.7797143561962,-20.9697779190798,583,2019-01-02,2021-05-31,177,0.2113,0.2972,NA,NA,0.096901,NA
-44.7797143561962,-20.9698677506083,583,2019-01-02,2021-05-31,177,0.2037,0.296,NA,NA,0.089114,NA
-44.7797143561962,-20.9699575821367,583,2019-01-02,2021-05-31,177,0.1994,0.2967,NA,NA,0.082886,NA
-44.7797143561962,-20.9700474136651,583,2019-01-02,2021-05-31,177,0.1935,0.2913,NA,NA,0.077336,NA
-44.7797143561962,-20.9701372451935,583,2019-01-02,2021-05-31,177,0.191,0.2859,NA,NA,0.071998,NA
-44.7797143561962,-20.9702270767219,583,2019-01-02,2021-05-31,177,0.19,0.2841,NA,NA,0.070571,NA
-44.7797143561962,-20.9703169082503,583,2019-01-02,2021-05-31,177,0.1959,0.2854,NA,NA,0.067577,NA
-44.7797143561962,-20.9704067397787,583,2019-01-02,2021-05-31,177,0.1967,0.2868,NA,NA,0.0651,NA
-44.7797143561962,-20.9704965713071,583,2019-01-02,2021-05-31,177,0.1813,0.2826,NA,NA,0.045983,NA
-44.7797143561962,-20.9705864028356,583,2019-01-02,2021-05-31,177,0.1751,0.2775,NA,NA,0.034809,NA
-44.7797143561962,-20.970676234364,583,2019-01-02,2021-05-31,177,0.1755,0.2785,NA,NA,0.033748,NA
-44.7797143561962,-20.9707660658924,583,2019-01-02,2021-05-31,177,0.1505,0.2568,NA,NA,0.043113,NA
-44.7797143561962,-20.9708558974208,583,2019-01-02,2021-05-31,177,0.1762,0.2502,NA,NA,0.017554,NA
-44.7798041877246,-20.9671728047559,583,2019-01-02,2021-05-31,177,0.2951,0.295,2024-07-19,-0.265596,-0.134755,NA
-44.7798041877246,-20.9672626362843,583,2019-01-02,2021-05-31,177,0.2969,0.2942,2024-07-14,-0.254564,-0.124077,NA
-44.7798041877246,-20.9673524678127,583,2019-01-02,2021-05-31,177,0.287,0.2984,2024-07-14,-0.256805,-0.130488,NA
