"longitude","latitude","n_obs","historico_inicio","historico_fim","n_historico","r2_historico","sigma_historico","data_quebra","desvio_quebra","magnitude","aviso"
-44.7780973886848,-20.9669033101707,322,2019-01-07,2021-05-26,87,0.7558,0.0505,2021-08-19,0.009917,0.011979,NA
-44.7780973886848,-20.9669931416991,319,2019-01-07,2021-05-26,87,0.7727,0.0461,2021-08-14,0.004947,0.00375,NA
-44.7780973886848,-20.9670829732275,322,2019-01-07,2021-05-26,87,0.7757,0.0449,2021-08-14,0.010383,-0.006601,NA
-44.7780973886848,-20.9671728047559,321,2019-01-07,2021-05-26,87,0.7602,0.048,2021-08-19,0.00993,-0.000637,NA
-44.7780973886848,-20.9672626362843,320,2019-01-07,2021-05-26,85,0.8158,0.0465,2021-08-24,0.007463,-0.025331,NA
-44.7780973886848,-20.9673524678127,321,2019-01-07,2021-05-26,85,0.7461,0.0703,2023-04-01,0.056759,-0.113072,NA
-44.7780973886848,-20.9674422993411,319,2019-01-07,2021-05-26,85,0.6671,0.0912,2023-04-11,0.074282,-0.11823,NA
-44.7780973886848,-20.9675321308695,321,2019-01-07,2021-05-26,86,0.6722,0.0946,2023-09-08,-0.021035,-0.120922,NA
-44.7780973886848,-20.967621962398,320,2019-01-07,2021-05-26,87,0.6653,0.0977,2023-09-08,-0.019661,-0.101923,NA
-44.7780973886848,-20.9677117939264,320,2019-01-07,2021-05-26,87,0.745,0.0841,2022-03-22,0.057917,-0.120044,NA
-44.7780973886848,-20.9678016254548,323,2019-01-07,2021-05-26,88,0.7534,0.0828,2022-03-22,0.062564,-0.155431,NA
-44.7780973886848,-20.9678914569832,320,2019-01-07,2021-05-26,88,0.7598,0.0833,2022-03-07,0.059794,-0.149787,NA
-44.7780973886848,-20.9679812885116,319,2019-01-07,2021-05-26,88,0.7629,0.0811,2022-03-07,0.057352,-0.138867,NA
-44.7780973886848,-20.96807112004,319,2019-01-07,2021-05-26,88,0.7629,0.0811,2022-03-07,0.057352,-0.138867,NA
-44.7780973886848,-20.9681609515684,321,2019-01-07,2021-05-26,88,0.7365,0.0844,2022-03-27,0.067088,-0.139544,NA
-44.7780973886848,-20.9682507830968,323,2019-01-07,2021-05-26,88,0.71,0.0889,2022-04-16,0.067892,-0.140113,NA
-44.7780973886848,-20.9683406146253,321,2019-01-07,2021-05-26,88,0.685,0.0898,2023-04-01,0.076034,-0.20438,NA
-44.7780973886848,-20.9684304461537,319,2019-01-07,2021-05-26,87,0.6404,0.0787,2023-09-03,-0.025541,-0.258457,NA
